income,age,loan_amount,credit_score,employment_years,debt_ratio,num_accounts,employment_type,target
82291.85,58,7172.47,676,0.9,0.152,4,full_time,0
67667.54,60,37515.58,737,7.6,0.5014,7,full_time,1
57377.25,48,18002.06,629,21.8,0.2994,1,part_time,1
66975.52,49,18046.63,625,0.6,0.199,3,part_time,0
99020.25,62,19200.77,687,2.0,0.0865,0,full_time,0
101539.61,48,30017.09,760,1.8,0.1904,2,full_time,1
61387.62,41,21340.06,850,1.0,0.1033,5,part_time,1
63203.81,55,2159.55,559,3.6,0.4399,3,part_time,0
81524.8,47,26227.76,705,11.3,0.2746,5,full_time,0
43086.78,59,12272.83,593,0.3,0.2193,0,full_time,1
66661.41,45,15857.24,761,10.0,0.3208,2,full_time,1
59482.74,60,4765.97,604,2.0,0.1164,3,full_time,1
66278.16,23,19209.62,626,11.2,0.2958,1,part_time,1
43332.62,23,9789.01,632,2.3,0.2102,3,self_employed,1
28208.65,26,15801.36,673,1.4,0.3976,4,full_time,1
18540.33,46,12727.21,705,0.2,0.2592,4,self_employed,1
37652.32,53,30400.1,718,0.0,0.3031,0,part_time,0
50826.49,31,30858.08,679,6.5,0.5836,2,part_time,0
54136.17,28,15372.11,573,11.7,0.0165,1,self_employed,0
98744.62,59,15511.82,738,3.1,0.0668,0,full_time,0
82119.87,55,12012.46,675,4.4,0.1217,4,self_employed,1
40758.18,50,23848.05,772,0.1,0.0594,3,full_time,0
66954.17,43,12368.64,623,8.0,0.1505,3,full_time,1
51858.44,40,11629.3,551,3.3,0.0336,0,full_time,0
54312.72,22,22828.74,677,13.5,0.1199,2,full_time,0
63706.51,30,10693.61,783,4.8,0.4599,1,part_time,0
72383.42,61,14697.96,692,3.1,0.1107,4,full_time,0
53214.83,36,2349.51,664,0.0,0.3495,5,full_time,1
81277.03,52,20633.52,610,9.7,0.5347,3,full_time,1
37161.24,52,30526.94,820,5.2,0.2676,4,full_time,0
60126.78,35,20769.8,597,5.0,0.0648,2,full_time,1
111953.47,30,26694.39,621,11.0,0.3807,2,full_time,0
64461.59,52,8231.18,725,1.0,0.1006,3,self_employed,1
88664.29,26,16890.59,531,8.7,0.1911,1,part_time,0
61830.4,43,7454.72,781,0.5,0.5649,5,full_time,0
71615.54,61,13177.88,729,0.3,0.0702,6,part_time,0
58864.34,53,21177.69,751,11.7,0.3336,5,full_time,0
56591.85,55,15814.56,724,13.4,0.2313,1,full_time,0
44410.35,25,3698.87,667,0.7,0.2476,2,full_time,0
68606.03,30,4479.77,594,1.5,0.1542,3,full_time,0
42969.26,34,3950.69,668,2.1,0.4955,1,full_time,1
73311.7,34,18931.62,601,9.8,0.2913,6,self_employed,0
81705.74,30,31511.16,718,9.0,0.4138,7,full_time,1
67330.63,64,25899.67,744,1.9,0.0618,5,full_time,1
54275.03,29,1000.0,798,7.4,0.0114,1,full_time,0
69079.31,53,26368.61,709,0.2,0.4155,3,part_time,0
53826.54,47,22491.2,753,1.3,0.2799,4,self_employed,0
78710.94,48,2637.6,656,3.6,0.0668,1,full_time,0
23371.88,31,12574.39,641,3.2,0.3683,4,full_time,1
53287.85,35,23764.18,717,2.7,0.4717,2,part_time,1
20183.76,48,19403.47,649,0.7,0.1875,7,full_time,1
30098.78,35,4527.24,701,8.2,0.44,4,full_time,1
87277.24,52,19885.94,595,1.2,0.4722,3,part_time,0
77903.7,23,1000.0,609,7.9,0.1755,7,full_time,0
45610.4,25,13217.42,730,6.8,0.4817,2,full_time,1
29949.93,54,24103.65,750,2.5,0.254,5,full_time,1
15000.0,49,15147.15,601,3.6,0.4381,5,full_time,1
49130.09,23,11008.5,733,3.1,0.5987,0,self_employed,0
108408.3,61,22114.77,637,23.8,0.1098,2,full_time,0
68697.69,22,22798.01,681,2.8,0.1643,2,full_time,1
48808.55,64,25480.32,793,11.6,0.6347,4,part_time,1
69301.6,54,21994.74,744,7.8,0.2371,4,part_time,1
28780.83,65,23651.0,743,5.5,0.3141,3,full_time,1
54053.53,63,20863.27,832,0.2,0.2711,2,full_time,0
61989.55,35,17124.23,623,2.6,0.1213,2,full_time,1
58277.99,55,15716.07,601,12.3,0.4423,5,full_time,1
75816.12,31,13101.92,622,6.9,0.3352,1,full_time,1
66892.9,42,5301.05,659,10.6,0.2716,4,part_time,1
73366.52,32,7357.51,491,2.4,0.0877,4,full_time,0
46232.55,43,12743.88,663,0.1,0.1202,5,full_time,0
77956.31,60,16931.62,636,9.5,0.2049,4,full_time,0
92578.74,41,26526.5,742,3.5,0.5326,2,full_time,0
40597.01,26,14665.62,708,1.5,0.5675,3,full_time,1
42246.09,36,23027.81,631,3.1,0.2264,5,full_time,1
86715.69,56,23634.53,727,2.0,0.0631,3,self_employed,0
56173.12,44,13148.43,737,1.2,0.2944,3,part_time,0
88076.43,46,19757.52,618,2.9,0.2395,3,full_time,0
51149.29,40,13051.78,640,1.0,0.4024,1,full_time,1
89100.91,34,25577.09,501,15.0,0.4578,4,self_employed,0
62629.72,48,20086.75,592,0.8,0.1304,5,part_time,1
65164.58,49,5476.13,620,4.5,0.0756,4,part_time,1
91294.36,61,16292.2,685,9.5,0.4119,1,full_time,1
52764.59,49,28184.9,604,7.0,0.3485,4,full_time,1
41177.56,65,13550.15,638,2.5,0.2942,3,full_time,1
51028.72,58,18581.72,581,6.5,0.0491,1,part_time,0
69046.68,25,19367.03,693,2.6,0.1915,2,self_employed,1
28684.82,39,6707.02,714,2.0,0.1358,1,full_time,1
72749.42,38,19085.66,712,1.7,0.1506,2,part_time,1
49224.57,22,3849.32,680,0.8,0.1333,1,self_employed,1
82956.25,29,9995.01,556,3.8,0.3171,0,self_employed,1
15000.0,55,23605.78,630,4.7,0.0462,2,full_time,1
44268.68,37,17854.05,647,3.0,0.3376,8,full_time,1
26270.64,28,12564.18,647,1.3,0.1369,3,self_employed,1
43475.41,34,18571.69,685,1.2,0.1894,2,full_time,1
64953.32,34,14519.26,794,0.1,0.4983,2,full_time,0
56415.47,29,15100.63,744,5.3,0.1704,2,full_time,0
54932.45,26,20254.55,600,14.5,0.1924,2,full_time,1
56816.3,55,9181.06,734,6.0,0.1832,3,full_time,0
64067.76,58,15322.69,731,9.1,0.5474,4,full_time,0
39829.28,43,12501.85,615,1.6,0.1328,4,self_employed,0
74136.99,49,2315.17,747,5.0,0.2942,4,full_time,0
73253.32,62,7636.35,667,0.1,0.1363,3,self_employed,0
67700.76,59,27545.65,567,4.1,0.123,3,self_employed,0
71130.67,23,18077.79,716,15.3,0.0604,5,part_time,1
65928.36,63,4411.29,697,2.4,0.1574,0,full_time,0
100701.47,24,2677.16,661,2.5,0.0634,1,self_employed,0
58258.12,23,14102.69,677,3.2,0.1552,6,full_time,0
53858.34,39,27489.49,622,6.8,0.0428,6,full_time,0
44929.45,54,13505.93,728,0.6,0.288,2,self_employed,0
39354.75,25,25456.0,676,4.9,0.3847,0,full_time,0
35110.56,34,17815.45,693,8.8,0.2575,4,self_employed,0
42224.05,33,18770.0,708,2.6,0.0576,4,full_time,0
58586.39,39,4314.24,587,3.8,0.2287,3,full_time,0
66685.9,65,22500.18,608,11.2,0.0553,2,part_time,0
61022.84,36,12320.54,503,4.5,0.0977,2,full_time,0
44689.29,31,21904.74,725,0.6,0.3918,4,full_time,1
78003.69,27,8486.64,583,6.2,0.1412,1,self_employed,0
74788.25,30,16416.39,690,1.2,0.2101,3,full_time,0
56807.03,27,17816.02,709,4.0,0.5528,4,full_time,0
46941.68,47,13767.73,728,5.1,0.0293,3,part_time,1
70968.56,40,18236.36,583,2.3,0.4671,1,full_time,1
63759.47,43,12868.82,674,1.4,0.3951,2,full_time,1
31037.45,58,9807.52,813,12.3,0.5114,5,full_time,1
58640.39,47,27843.87,817,5.2,0.2082,1,full_time,0
65240.72,28,23391.62,758,3.6,0.558,1,self_employed,0
42006.1,38,8913.08,706,2.0,0.0919,3,full_time,0
63796.87,35,19547.55,599,11.1,0.385,4,part_time,1
30903.55,58,9058.57,737,4.3,0.3039,2,full_time,0
86723.72,35,5522.52,667,16.6,0.0092,2,full_time,0
84959.0,28,23270.48,724,2.8,0.1294,5,self_employed,0
54949.65,54,1367.2,629,8.7,0.3219,3,full_time,1
67269.09,40,22414.85,666,7.2,0.4254,3,full_time,0
15000.0,26,12978.22,693,3.5,0.7397,3,part_time,1
36873.05,52,13307.63,699,5.1,0.4479,6,part_time,1
54124.42,31,18278.01,719,12.8,0.2437,2,full_time,0
38557.34,60,19649.59,633,1.1,0.0657,1,part_time,0
74287.93,58,8389.25,572,0.1,0.0394,3,self_employed,1
99945.93,38,20741.8,809,2.9,0.3083,1,full_time,0
36467.71,46,15906.96,850,0.8,0.2501,4,part_time,0
43250.73,46,4951.56,715,1.1,0.2301,1,full_time,0
64708.97,50,13641.0,574,13.1,0.4273,6,full_time,1
92222.32,25,26050.23,618,2.7,0.4219,4,full_time,1
35552.51,36,28412.76,720,0.9,0.0324,1,full_time,0
64980.72,29,20738.79,787,4.5,0.3004,2,part_time,0
96425.98,52,5477.25,582,0.0,0.3818,1,full_time,0
26964.82,25,18924.86,670,1.5,0.0894,1,full_time,1
34378.62,44,21806.89,695,2.6,0.0189,3,full_time,1
51527.87,54,20805.66,749,5.3,0.4321,1,full_time,1
49588.23,63,21279.63,652,11.0,0.4432,4,full_time,0
76252.03,34,17906.1,554,0.1,0.1791,3,full_time,0
64833.19,22,14420.7,729,2.8,0.1275,3,full_time,1
24500.76,53,10133.06,769,0.8,0.3269,3,full_time,1
70308.21,22,1000.0,673,6.3,0.2054,2,full_time,0
48449.22,24,17717.13,712,3.8,0.249,3,full_time,1
85488.94,65,16488.42,642,1.9,0.0407,4,full_time,1
47448.25,59,19460.61,612,0.9,0.0782,2,part_time,0
47267.69,53,4299.65,762,5.2,0.2696,4,full_time,0
70822.63,58,20160.13,710,2.4,0.2343,2,full_time,1
75258.53,25,31436.36,719,6.8,0.4622,3,full_time,1
68961.99,25,15627.6,800,4.0,0.1742,8,full_time,0
26288.05,35,14506.68,595,2.1,0.0592,2,full_time,1
70760.69,23,17472.02,635,10.0,0.2158,8,full_time,0
39313.84,61,31258.7,692,5.2,0.3351,4,self_employed,0
64705.52,24,6810.82,634,6.8,0.2208,4,full_time,1
31525.31,45,16625.66,742,3.7,0.6404,1,full_time,0
68926.44,59,8602.74,665,4.6,0.6573,7,part_time,0
43868.02,54,10623.96,600,4.4,0.5234,3,self_employed,1
34347.31,32,14603.28,685,2.7,0.5041,3,full_time,1
74276.4,42,25778.59,693,1.8,0.4872,2,full_time,0
64832.89,46,29407.92,754,10.4,0.4616,1,full_time,0
47720.46,55,18585.14,711,1.9,0.1407,2,part_time,1
89023.58,40,11987.24,716,0.6,0.1868,3,full_time,0
51186.95,34,34941.91,705,2.6,0.312,7,full_time,0
60642.15,57,11579.56,664,5.0,0.363,1,full_time,1
65378.27,61,10430.91,622,8.5,0.465,3,full_time,1
47606.68,43,1000.0,703,4.0,0.3288,5,part_time,1
69422.73,23,26168.73,653,6.9,0.2221,0,full_time,0
49330.95,44,22745.96,815,10.8,0.1496,3,full_time,0
51767.23,61,34342.44,787,8.3,0.2837,1,full_time,1
87252.85,65,3883.81,730,2.0,0.1823,1,part_time,1
39188.28,39,26665.37,710,9.1,0.1585,4,full_time,0
15000.0,28,15561.08,672,8.7,0.1947,0,self_employed,0
92218.74,47,21448.8,579,1.5,0.1197,7,full_time,1
110986.56,58,1817.78,662,1.3,0.2007,3,full_time,0
51894.61,63,26744.65,688,10.9,0.3056,1,full_time,0
21263.24,24,21292.13,698,5.3,0.1675,3,full_time,1
53790.32,34,14688.72,717,3.3,0.575,1,full_time,1
54275.54,43,20160.9,753,8.6,0.3673,2,full_time,0
56201.52,26,8876.04,624,0.2,0.3948,7,full_time,0
37732.24,60,10364.48,625,0.6,0.296,1,full_time,1
71591.22,26,11292.44,796,7.9,0.0931,0,part_time,0
70490.15,51,1000.0,741,5.0,0.2757,5,full_time,0
30111.89,62,21894.07,648,0.2,0.486,2,part_time,0
73983.93,52,24532.75,671,0.3,0.1284,6,self_employed,0
101053.7,55,9389.25,671,4.2,0.0853,4,part_time,0
63439.21,33,17785.62,682,1.6,0.2178,3,full_time,0
53253.5,58,12875.68,717,2.3,0.1549,5,full_time,1
57159.94,40,17626.19,850,8.8,0.3364,1,part_time,0
72305.14,24,9979.38,695,6.0,0.2263,5,full_time,0
25386.57,38,7932.6,733,5.1,0.4522,4,full_time,0
63287.81,37,23416.6,545,6.2,0.0391,3,full_time,1
52190.72,44,14489.04,641,3.1,0.5256,2,full_time,0
96956.5,33,31176.87,778,3.1,0.2015,4,full_time,0
56516.55,42,15370.48,712,9.8,0.2559,2,full_time,1
93357.75,40,7591.38,328,0.2,0.2959,5,full_time,0
37925.19,36,24815.53,733,5.6,0.0909,3,full_time,0
71745.18,52,20046.4,833,0.8,0.3151,2,full_time,0
66388.01,35,20814.98,520,5.3,0.253,4,self_employed,0
42619.06,55,24524.81,801,0.4,0.3186,2,full_time,0
63547.92,33,9777.63,458,23.4,0.1641,2,full_time,1
84250.38,60,13981.97,755,8.3,0.134,2,full_time,0
53524.17,38,13628.4,679,0.8,0.0556,3,full_time,0
26160.75,23,4674.03,492,4.3,0.2206,4,full_time,1
59648.74,28,12891.28,715,19.6,0.0461,1,full_time,0
41951.54,57,25691.04,772,2.0,0.8749,5,self_employed,1
53153.18,60,16898.7,709,5.9,0.4871,0,self_employed,1
58368.24,31,4231.51,726,22.1,0.1752,0,full_time,0
25886.96,48,2553.28,647,6.1,0.1572,4,part_time,1
27686.83,47,28318.21,531,1.5,0.3008,0,full_time,1
69641.34,27,14277.45,735,6.8,0.1288,3,part_time,0
49545.63,41,9820.72,819,4.9,0.6114,2,full_time,1
15000.0,52,12808.07,770,0.6,0.2445,1,full_time,0
75696.88,64,3181.54,520,1.9,0.2599,1,full_time,0
65447.4,59,26384.76,558,0.4,0.2295,6,full_time,0
45722.5,26,11855.58,612,1.2,0.2104,4,self_employed,0
33663.4,32,25939.21,552,2.4,0.251,0,full_time,0
76716.16,41,15413.21,683,0.2,0.1614,1,full_time,1
66987.01,28,26436.26,711,4.3,0.2888,2,full_time,1
107652.05,47,17053.56,565,1.3,0.6316,1,self_employed,1
68403.77,22,21825.86,742,4.1,0.286,6,full_time,0
67754.06,26,20752.74,728,5.9,0.4297,1,full_time,1
56661.44,24,19986.33,636,3.9,0.093,3,full_time,0
76335.52,35,17783.48,666,4.3,0.3626,3,full_time,0
72501.7,55,13137.19,524,1.0,0.3288,3,full_time,1
85034.5,29,30323.48,653,21.1,0.512,6,part_time,0
49573.54,65,7744.5,680,1.9,0.2961,1,self_employed,1
51291.85,33,15034.46,693,1.5,0.1506,4,part_time,0
50417.94,23,15119.09,710,11.3,0.2348,0,full_time,1
75816.03,36,18219.53,699,6.8,0.4013,1,full_time,1
89967.49,54,11564.22,658,0.8,0.3477,2,part_time,1
50823.19,26,17517.97,702,0.3,0.5137,2,full_time,0
51504.53,25,13649.26,760,1.9,0.1081,3,part_time,1
66281.54,59,2344.38,672,19.2,0.1436,7,full_time,0
55084.77,48,15076.42,705,7.8,0.0687,4,self_employed,0
79041.07,37,6195.48,665,3.5,0.2271,4,full_time,0
15000.0,55,1124.91,628,0.1,0.0657,2,self_employed,1
43465.9,59,16094.99,721,2.1,0.1746,7,full_time,0
44351.67,37,18903.07,635,1.8,0.2823,2,part_time,1
15000.0,46,19213.58,710,14.6,0.1578,5,full_time,0
40727.23,22,19537.37,682,0.1,0.0577,4,full_time,0
41696.88,35,1000.0,655,0.1,0.1984,5,full_time,1
55977.91,48,4111.86,653,5.5,0.2945,3,full_time,1
82259.32,30,30788.17,639,0.7,0.1457,7,full_time,0
55098.79,65,6622.33,548,2.4,0.2234,2,full_time,0
39383.73,64,19886.73,710,0.5,0.1333,7,self_employed,1
58860.91,33,9504.5,698,1.0,0.4458,7,part_time,0
80983.47,39,15637.38,747,2.1,0.3011,1,part_time,1
40480.82,30,9933.97,637,4.6,0.6564,4,full_time,0
41788.5,44,19492.33,831,6.8,0.4444,5,full_time,0
71170.98,27,16094.19,649,4.1,0.1487,2,full_time,1
55569.28,39,11413.68,609,0.1,0.1283,1,full_time,1
72949.69,46,6598.62,600,2.5,0.6904,1,full_time,1
59727.06,48,17142.19,541,0.9,0.2578,4,part_time,0
74033.27,48,5298.25,802,0.9,0.321,0,full_time,1
39298.44,31,18419.85,789,3.2,0.4842,2,full_time,1
59758.31,56,36011.88,728,6.7,0.5472,3,full_time,0
55786.2,52,25801.36,608,1.2,0.2082,4,full_time,1
35682.18,55,20746.78,824,7.6,0.1842,2,full_time,1
28730.44,42,14315.14,651,6.8,0.4002,2,full_time,0
73714.98,61,1000.0,658,12.9,0.0559,2,full_time,0
52980.95,39,4421.71,794,9.8,0.2617,2,full_time,0
39554.39,57,25262.34,732,3.6,0.2591,2,part_time,1
58076.42,30,8681.95,850,1.1,0.4144,1,self_employed,0
82560.38,32,9405.98,699,5.7,0.2321,5,full_time,0
15000.0,45,13674.8,648,15.2,0.3122,3,full_time,1
30067.23,46,6503.63,631,10.2,0.2905,1,full_time,0
41542.27,54,5185.85,532,1.9,0.1432,3,part_time,1
89223.58,35,14596.21,657,18.1,0.1781,6,full_time,0
65651.74,60,7867.76,771,1.3,0.3222,2,full_time,0
75346.34,36,9071.85,727,3.8,0.6051,0,full_time,1
37196.78,45,8750.47,681,3.2,0.2334,2,self_employed,0
37609.28,63,19178.88,600,9.8,0.1876,5,full_time,1
68956.27,45,13142.99,698,3.0,0.343,6,full_time,1
61165.49,52,13571.42,761,6.6,0.1499,3,full_time,1
70974.78,61,19775.57,714,2.4,0.3206,2,full_time,1
56246.58,64,13863.68,693,1.1,0.2812,2,full_time,0
65562.87,43,12773.97,616,8.0,0.4341,2,self_employed,0
63162.38,40,18763.6,749,3.7,0.1561,6,part_time,0
75555.35,30,20345.58,429,8.1,0.2298,2,self_employed,1
76140.17,45,13823.41,710,3.8,0.5324,3,self_employed,1
27602.56,62,15644.86,850,2.1,0.5727,1,full_time,1
15054.63,43,8745.68,559,2.4,0.1273,3,self_employed,1
80034.91,37,8114.54,660,23.2,0.3329,0,part_time,1
83754.5,26,21153.18,679,10.7,0.715,3,full_time,1
39587.54,39,18559.54,642,9.6,0.5579,2,part_time,1
22803.29,32,18642.39,762,7.3,0.3604,3,self_employed,0
61980.7,64,17246.83,717,0.9,0.2601,3,part_time,1
78616.76,45,15369.63,692,5.2,0.2852,6,part_time,1
95951.89,28,20571.3,743,3.5,0.0362,4,full_time,1
70325.95,24,22480.87,681,4.7,0.1166,4,part_time,0
52565.67,59,22289.82,850,2.6,0.4403,3,full_time,0
42137.39,62,14193.78,692,10.0,0.184,3,full_time,1
60229.03,55,26095.94,695,6.9,0.2116,1,part_time,0
54014.71,27,16827.69,543,5.1,0.1532,3,full_time,0
39698.64,26,20059.01,636,2.4,0.0935,3,full_time,1
100975.11,30,17256.7,771,3.1,0.106,1,part_time,0
95703.37,55,16976.05,573,4.8,0.2874,5,full_time,0
82720.97,55,9113.98,507,0.0,0.3312,5,full_time,1
41582.99,58,20610.81,682,3.5,0.0895,4,full_time,1
77100.39,26,37762.36,789,6.7,0.1821,5,full_time,0
72792.53,28,12001.64,683,8.1,0.1806,3,full_time,1
68850.91,61,15567.96,653,2.7,0.142,4,full_time,0
84993.31,62,11430.36,531,2.5,0.2305,2,self_employed,0
72707.42,53,11095.84,716,19.1,0.4233,4,full_time,0
74800.28,26,27355.6,732,0.9,0.3141,2,self_employed,0
72738.13,25,9616.23,537,3.1,0.215,8,full_time,0
66815.83,24,11207.36,770,3.2,0.2759,4,full_time,1
24327.78,52,2300.06,741,5.2,0.4769,8,part_time,0
61672.42,59,8939.11,770,4.3,0.29,3,full_time,1
48876.16,49,1332.8,726,4.3,0.341,5,self_employed,1
34403.18,33,20054.44,732,2.3,0.1746,3,full_time,0
93636.33,55,37397.58,721,7.1,0.087,5,part_time,0
94579.91,24,12066.57,749,8.1,0.0248,2,full_time,0
87184.41,58,1665.94,534,7.8,0.1739,4,part_time,0
65104.27,61,22200.0,559,3.1,0.28,3,full_time,1
87012.5,53,9184.6,621,4.5,0.263,0,full_time,0
60241.06,60,25394.78,669,1.4,0.065,3,full_time,1
64055.95,47,12743.77,711,4.6,0.1193,5,part_time,1
38130.57,42,9945.47,705,4.5,0.3592,2,full_time,1
67939.83,36,13576.34,769,2.9,0.243,2,full_time,0
61207.72,62,21062.21,771,16.8,0.347,4,part_time,0
33946.96,52,13180.63,610,1.5,0.7027,3,full_time,0
58976.06,30,11026.2,699,0.3,0.2595,2,part_time,0
58405.41,64,13409.35,612,15.8,0.1916,1,part_time,1
95951.22,24,4825.16,664,9.7,0.2493,3,full_time,1
77884.27,47,18176.25,705,0.7,0.2629,4,part_time,0
60228.91,30,1000.0,407,2.8,0.3225,3,full_time,1
64975.75,51,11447.03,850,0.9,0.2575,1,full_time,0
60884.25,40,21075.08,725,4.4,0.6235,8,full_time,1
55941.72,41,17424.39,632,0.8,0.2182,5,full_time,0
38351.46,51,19722.56,834,4.8,0.7271,3,part_time,1
56978.96,55,14479.63,652,1.8,0.269,2,self_employed,1
45078.03,38,24357.97,690,13.3,0.1225,2,self_employed,0
34993.69,65,22397.59,641,3.0,0.1197,1,part_time,0
70224.44,43,18569.13,812,4.9,0.3376,2,full_time,1
67825.29,29,22420.37,671,1.8,0.1597,1,full_time,0
24265.85,22,21003.39,691,3.2,0.4473,0,full_time,1
57546.31,30,11484.29,776,0.3,0.1199,4,part_time,1
79914.03,52,4248.81,726,1.6,0.0718,7,full_time,0
81184.47,45,18362.9,675,4.2,0.0885,4,self_employed,0
80516.74,36,19368.71,768,1.4,0.4821,2,full_time,1
60778.26,43,23723.78,850,0.9,0.0818,3,full_time,0
43099.09,58,7509.43,705,0.2,0.4108,4,part_time,1
38326.02,47,7748.55,689,2.5,0.3566,4,full_time,1
66892.1,24,18679.2,693,10.1,0.4942,0,full_time,0
67585.6,24,14430.66,784,6.2,0.478,4,full_time,1
85746.62,43,1000.0,632,17.1,0.1751,3,self_employed,0
81999.59,39,18000.87,657,6.2,0.3298,2,full_time,0
57355.43,59,1000.0,557,2.3,0.3704,4,full_time,1
35115.88,47,7437.95,585,9.6,0.4993,2,full_time,0
53617.87,55,25813.45,638,7.0,0.0431,3,full_time,0
64344.62,47,29599.03,675,3.2,0.1086,3,full_time,0
55958.34,37,5274.75,821,25.2,0.166,4,full_time,0
48442.12,50,12364.87,722,15.3,0.2391,3,full_time,1
65057.7,49,15340.98,607,0.6,0.5745,6,self_employed,1
49920.85,53,29249.82,621,15.7,0.3518,1,part_time,1
47438.68,30,11057.05,789,4.1,0.2217,1,part_time,0
66229.06,50,11184.93,770,5.0,0.324,5,full_time,0
51960.15,34,27389.8,682,7.2,0.3557,4,full_time,0
64882.09,56,12001.69,644,0.9,0.2823,4,full_time,0
65464.08,57,20777.61,769,3.7,0.4184,2,full_time,1
37211.42,49,3182.86,600,0.9,0.1798,5,full_time,0
50375.18,63,13630.14,711,2.8,0.432,8,full_time,1
88755.54,45,1723.23,850,0.5,0.069,7,full_time,0
36758.41,23,6556.53,696,3.1,0.1839,3,full_time,0
17666.91,48,21713.61,617,1.0,0.6467,2,full_time,1
22763.1,56,14600.76,712,3.6,0.449,0,full_time,1
60582.2,26,12447.15,642,5.3,0.4709,5,part_time,0
60618.35,26,9010.0,568,14.3,0.3627,4,full_time,0
57647.78,34,13234.75,736,4.6,0.4139,4,part_time,0
84283.8,59,17408.91,769,5.5,0.4937,3,full_time,1
15000.0,45,22863.33,655,0.1,0.2509,2,self_employed,1
67918.68,64,1000.0,649,4.8,0.167,5,full_time,1
91228.76,60,8345.91,603,2.7,0.1563,5,full_time,1
37444.38,46,16272.77,668,4.5,0.4073,1,part_time,0
52403.87,51,14209.1,635,1.3,0.0739,3,full_time,1
44942.16,36,18227.01,599,2.7,0.368,3,full_time,0
42113.08,25,17140.32,831,10.6,0.5172,2,full_time,1
53474.76,39,12561.06,717,4.8,0.1515,8,self_employed,0
88549.71,48,10785.17,725,8.3,0.1643,5,self_employed,1
96747.73,30,13035.99,750,3.5,0.3523,4,full_time,1
53281.22,31,24189.94,741,0.7,0.0973,3,part_time,1
98101.2,22,9143.94,646,0.0,0.2921,3,full_time,0
60711.53,54,14497.55,701,3.4,0.3588,3,full_time,0
95073.82,61,16466.74,658,4.2,0.2428,4,full_time,0
58134.03,58,27482.81,715,1.9,0.3842,3,full_time,1
62621.16,38,12597.53,707,4.0,0.4905,7,self_employed,0
67309.49,48,22670.45,649,7.7,0.1241,3,part_time,0
123577.07,64,24855.84,573,2.8,0.3995,5,self_employed,0
77025.71,48,14489.97,691,6.2,0.2101,1,full_time,0
45854.71,35,13314.25,663,15.6,0.3151,1,full_time,0
79379.96,36,12367.57,528,8.8,0.1249,6,part_time,0
52763.35,53,12953.41,720,2.5,0.3097,3,full_time,0
50205.0,41,21833.92,757,1.3,0.1934,3,self_employed,0
78172.03,58,16848.08,850,4.0,0.3067,5,full_time,1
60621.71,60,16882.32,648,10.0,0.2315,0,part_time,1
65571.52,23,5998.21,636,5.5,0.3038,1,part_time,1
60279.7,53,7260.08,591,13.5,0.4624,1,full_time,1
66731.66,38,32147.57,696,14.3,0.4606,2,full_time,1
68499.32,44,13577.39,696,3.3,0.4053,1,full_time,0
21260.66,33,8801.82,615,7.7,0.2591,1,full_time,1
73331.45,38,26448.79,666,3.4,0.2445,3,self_employed,0
40359.61,36,17254.47,521,0.0,0.0516,3,full_time,0
31154.02,24,19625.24,754,28.1,0.2086,5,full_time,1
58831.78,56,13895.62,618,4.5,0.4375,1,full_time,1
61679.62,28,12450.62,677,3.3,0.53,3,full_time,0
46129.88,38,13643.31,565,0.5,0.4367,3,full_time,1
76620.64,30,3938.09,633,1.5,0.0733,0,self_employed,0
33156.5,29,14296.58,657,1.6,0.1013,5,part_time,0
51861.13,38,17368.26,679,6.2,0.1933,0,self_employed,1
48302.52,62,29803.71,718,10.6,0.6442,2,full_time,0
59068.25,63,15687.99,795,0.4,0.0687,2,full_time,0
65577.29,38,1000.0,738,5.1,0.3657,4,full_time,0
39842.14,44,14248.12,756,0.5,0.2494,4,full_time,0
74485.65,65,36916.03,795,2.0,0.2884,1,full_time,1
61260.05,32,21930.93,725,26.0,0.3338,2,full_time,0
22161.07,63,8512.89,677,5.0,0.1019,0,full_time,1
20828.17,26,19728.85,760,3.5,0.1519,5,full_time,0
59753.61,31,9063.89,765,11.0,0.3237,2,full_time,0
55580.65,36,4169.54,731,6.1,0.2544,5,full_time,0
57931.6,23,12213.05,563,1.5,0.4083,7,part_time,0
59440.35,57,15732.21,612,4.1,0.2132,3,full_time,1
64511.2,59,1000.0,658,4.3,0.6225,2,part_time,0
78952.99,38,5806.73,742,4.3,0.2516,2,full_time,0
37777.9,58,15082.68,678,2.0,0.4196,2,full_time,0
36560.57,55,11734.61,770,5.4,0.1282,3,full_time,1
38133.52,57,18158.49,785,2.8,0.1695,2,full_time,0
65778.33,57,5282.65,775,12.5,0.3883,3,full_time,0
84898.95,47,20712.91,776,1.6,0.2404,2,part_time,1
51373.21,26,5529.93,597,5.6,0.2937,4,part_time,0
15000.0,62,28141.87,718,5.3,0.8009,7,full_time,1
25920.14,48,1273.93,631,2.3,0.3323,4,full_time,1
43339.27,61,6259.57,548,1.0,0.2374,2,full_time,1
48845.42,64,18338.97,657,0.5,0.4392,6,self_employed,0
51832.23,30,28313.87,785,5.1,0.348,5,full_time,1
60771.62,39,17520.34,716,2.7,0.3864,7,full_time,1
53765.07,30,19502.86,841,3.2,0.2138,4,full_time,0
80986.79,24,15140.3,694,2.5,0.1925,3,part_time,0
46479.65,64,6788.81,850,0.7,0.0888,6,full_time,1
